,datetime,user,action,pc
10207,2018-02-21 02:42:24,usr-vtc,login,pc27
10208,2018-02-21 02:46:23,usr-twe,login,pc45
10209,2018-02-21 02:51:10,usr-znp,login,pc88
10210,2018-02-21 03:04:28,usr-eqs,login,pc48
10211,2018-02-21 03:44:20,usr-rxo,login,pc20
10212,2018-02-21 04:02:53,usr-htz,login,pc57
10213,2018-02-21 04:03:51,usr-num,login,pc4
10214,2018-02-21 04:07:57,usr-qlr,login,pc5
10215,2018-02-21 04:08:30,usr-ylm,login,pc80
10216,2018-02-21 04:09:23,usr-pyb,login,pc84
10217,2018-02-21 04:16:24,usr-biy,login,pc44
10218,2018-02-21 04:19:05,usr-ooj,login,pc64
10219,2018-02-21 04:19:26,usr-ynd,login,pc99
10220,2018-02-21 04:26:09,usr-bcc,login,pc0
10221,2018-02-21 04:32:33,usr-sdc,login,pc92
10222,2018-02-21 04:36:18,usr-tsn,login,pc25
10223,2018-02-21 04:49:28,usr-kxa,login,pc28
10224,2018-02-21 04:51:38,usr-jwl,login,pc71
10225,2018-02-21 04:57:56,usr-czc,login,pc94
10226,2018-02-21 05:08:39,usr-rez,login,pc93
10227,2018-02-21 05:10:44,usr-lof,login,pc14
10228,2018-02-21 05:14:46,usr-lvo,login,pc18
10229,2018-02-21 05:22:22,usr-tir,login,pc90
10230,2018-02-21 05:36:34,usr-kum,login,pc82
10231,2018-02-21 05:38:46,usr-dao,login,pc47
10232,2018-02-21 05:39:01,usr-qib,login,pc6
10233,2018-02-21 05:57:27,usr-gyv,login,pc73
10234,2018-02-21 06:06:44,usr-ihg,login,pc32
10235,2018-02-21 06:08:28,usr-pjl,login,pc85
10236,2018-02-21 06:08:56,usr-ols,login,pc19
10237,2018-02-21 06:11:29,usr-tiy,login,pc22
10238,2018-02-21 06:13:33,usr-lok,login,pc7
10239,2018-02-21 06:25:17,usr-qpx,login,pc87
10240,2018-02-21 06:25:44,usr-zob,login,pc74
10241,2018-02-21 06:28:03,usr-pog,login,pc75
10242,2018-02-21 06:44:05,usr-hkw,login,pc21
10243,2018-02-21 06:48:26,usr-gpq,login,pc26
10244,2018-02-21 06:50:22,usr-mwx,login,pc15
10245,2018-02-21 06:50:47,usr-uhq,login,pc54
10246,2018-02-21 06:57:03,usr-mgv,login,pc65
10247,2018-02-21 06:59:51,usr-daf,login,pc62
10248,2018-02-21 07:30:29,usr-qrq,login,pc24
10249,2018-02-21 07:32:59,usr-dvz,login,pc69
10250,2018-02-21 07:41:30,usr-ozn,login,pc12
10251,2018-02-21 07:46:30,usr-bnw,login,pc33
10252,2018-02-21 08:13:19,usr-tca,login,pc76
10253,2018-02-21 08:17:29,usr-vko,login,pc97
10254,2018-02-21 08:17:41,usr-qvr,login,pc11
10255,2018-02-21 08:20:43,usr-jit,login,pc2
10256,2018-02-21 08:30:32,usr-pqk,login,pc49
10257,2018-02-21 08:36:17,usr-jmh,login,pc89
10258,2018-02-21 08:37:17,usr-ezl,login,pc86
10259,2018-02-21 08:39:24,usr-qhp,login,pc16
10260,2018-02-21 08:45:08,usr-lmw,login,pc79
10261,2018-02-21 09:01:25,usr-ubi,login,pc30
10262,2018-02-21 09:04:11,usr-kii,login,pc50
10263,2018-02-21 09:04:43,usr-dga,login,pc63
10264,2018-02-21 09:04:58,usr-gxd,login,pc29
10265,2018-02-21 09:07:06,usr-vwc,login,pc91
10266,2018-02-21 09:10:25,usr-hha,login,pc9
10267,2018-02-21 09:11:52,usr-oci,login,pc56
10268,2018-02-21 09:18:49,usr-ory,login,pc43
10269,2018-02-21 09:19:17,usr-eff,login,pc53
10270,2018-02-21 09:19:34,usr-hcv,login,pc46
10271,2018-02-21 09:21:40,usr-bll,login,pc34
10272,2018-02-21 09:24:46,usr-wda,login,pc83
10273,2018-02-21 09:24:57,usr-ypg,login,pc78
10274,2018-02-21 09:25:49,usr-bsv,login,pc3
10275,2018-02-21 09:27:06,usr-fxz,login,pc1
10276,2018-02-21 09:29:46,usr-ams,login,pc39
10277,2018-02-21 09:31:38,usr-ylz,login,pc13
10278,2018-02-21 09:34:18,usr-bmn,login,pc60
10279,2018-02-21 09:35:08,usr-vac,login,pc35
10280,2018-02-21 09:37:57,usr-qxc,login,pc61
10281,2018-02-21 09:39:17,usr-jmh,login,pc96
10282,2018-02-21 09:40:07,usr-qas,login,pc67
10283,2018-02-21 09:42:20,usr-ljx,login,pc77
10284,2018-02-21 09:42:39,usr-jjz,login,pc23
10285,2018-02-21 09:42:48,usr-heb,login,pc40
10286,2018-02-21 09:43:13,usr-nqs,login,pc68
10287,2018-02-21 09:43:35,usr-evb,login,pc52
10288,2018-02-21 09:43:39,usr-vzu,login,pc95
10289,2018-02-21 09:49:07,usr-vnd,login,pc72
10290,2018-02-21 09:49:28,usr-jkp,login,pc42
10291,2018-02-21 09:50:04,usr-ali,login,pc37
10292,2018-02-21 09:52:04,usr-idd,login,pc81
10293,2018-02-21 09:52:51,usr-nua,login,pc51
10294,2018-02-21 09:53:24,usr-wbh,login,pc55
10295,2018-02-21 09:54:29,usr-iqy,login,pc59
10296,2018-02-21 09:59:09,usr-aqd,login,pc70
10297,2018-02-21 09:59:21,usr-wli,login,pc58
10298,2018-02-21 12:32:18,usr-fxf,login,pc38
10299,2018-02-21 12:40:44,usr-feq,login,pc10
10300,2018-02-21 14:02:12,usr-tca,logoff,pc76
10301,2018-02-21 14:10:58,usr-hha,logoff,pc9
10302,2018-02-21 14:12:29,usr-bsv,logoff,pc3
10303,2018-02-21 14:25:03,usr-qvr,logoff,pc11
10304,2018-02-21 14:27:33,usr-ezl,logoff,pc86
10305,2018-02-21 14:53:17,usr-nqs,logoff,pc68
10306,2018-02-21 14:58:06,usr-bmn,logoff,pc60
10307,2018-02-21 15:05:29,usr-ihg,logoff,pc32
10308,2018-02-21 15:08:54,usr-evb,logoff,pc52
10309,2018-02-21 15:09:05,usr-lok,logoff,pc7
10310,2018-02-21 15:10:38,usr-vtc,logoff,pc27
10311,2018-02-21 15:10:49,usr-pyb,logoff,pc84
10312,2018-02-21 15:13:41,usr-qhp,logoff,pc16
10313,2018-02-21 15:15:46,usr-jit,logoff,pc2
10314,2018-02-21 15:16:43,usr-tiy,logoff,pc22
10315,2018-02-21 15:17:15,usr-vko,logoff,pc97
10316,2018-02-21 15:20:25,usr-qpx,logoff,pc87
10317,2018-02-21 15:23:57,usr-ylm,logoff,pc80
10318,2018-02-21 15:26:04,usr-lof,logoff,pc14
10319,2018-02-21 15:28:38,usr-bll,logoff,pc34
10320,2018-02-21 15:36:40,usr-num,logoff,pc4
10321,2018-02-21 15:39:13,usr-wbh,logoff,pc55
10322,2018-02-21 15:39:16,usr-pqk,logoff,pc49
10323,2018-02-21 15:49:09,usr-qxc,logoff,pc61
10324,2018-02-21 15:52:19,usr-lvo,logoff,pc18
10325,2018-02-21 15:55:25,usr-ozn,logoff,pc12
10326,2018-02-21 15:56:37,usr-jmh,logoff,pc89
10327,2018-02-21 16:01:25,usr-mgv,logoff,pc65
10328,2018-02-21 16:01:35,usr-qib,logoff,pc6
10329,2018-02-21 16:08:09,usr-dao,logoff,pc47
10330,2018-02-21 16:17:37,usr-qlr,logoff,pc5
10331,2018-02-21 16:21:19,usr-uhq,logoff,pc54
10332,2018-02-21 16:28:22,usr-pjl,logoff,pc85
10333,2018-02-21 16:44:20,usr-kum,logoff,pc82
10334,2018-02-21 16:48:13,usr-kxa,logoff,pc28
10335,2018-02-21 16:53:59,usr-czc,logoff,pc94
10336,2018-02-21 16:58:18,usr-pog,logoff,pc75
10337,2018-02-21 17:04:03,usr-wli,logoff,pc58
10338,2018-02-21 17:06:55,usr-vwc,logoff,pc91
10339,2018-02-21 17:10:35,usr-iqy,logoff,pc59
10340,2018-02-21 17:15:56,usr-ali,logoff,pc37
10341,2018-02-21 17:16:17,usr-qas,logoff,pc67
10342,2018-02-21 17:16:40,usr-ams,logoff,pc39
10343,2018-02-21 17:18:33,usr-gxd,logoff,pc29
10344,2018-02-21 17:24:26,usr-jjz,logoff,pc23
10345,2018-02-21 17:25:50,usr-cab,logoff,pc36
10346,2018-02-21 17:25:53,usr-ypg,logoff,pc78
10347,2018-02-21 17:27:24,usr-aqd,logoff,pc70
10348,2018-02-21 17:27:59,usr-fxz,logoff,pc1
10349,2018-02-21 17:29:11,usr-idd,logoff,pc81
10350,2018-02-21 17:30:08,usr-ory,logoff,pc43
10351,2018-02-21 17:30:32,usr-kii,logoff,pc50
10352,2018-02-21 17:31:01,usr-vzu,logoff,pc95
10353,2018-02-21 17:35:18,usr-ylz,logoff,pc13
10354,2018-02-21 17:36:38,usr-jmh,logoff,pc96
10355,2018-02-21 17:39:13,usr-vnd,logoff,pc72
10356,2018-02-21 17:40:05,usr-nua,logoff,pc51
10357,2018-02-21 17:40:10,usr-oci,logoff,pc56
10358,2018-02-21 17:40:27,usr-jkp,logoff,pc42
10359,2018-02-21 17:48:24,usr-vac,logoff,pc35
10360,2018-02-21 17:49:23,usr-ljx,logoff,pc77
10361,2018-02-21 17:51:00,usr-ubi,logoff,pc30
10362,2018-02-21 17:52:18,usr-hcv,logoff,pc46
10363,2018-02-21 17:55:01,usr-wda,logoff,pc83
10364,2018-02-21 17:55:33,usr-eff,logoff,pc53
10365,2018-02-21 17:55:44,usr-heb,logoff,pc40
10366,2018-02-21 18:43:19,usr-gyv,logoff,pc73
10367,2018-02-21 18:55:37,usr-znp,logoff,pc88
10368,2018-02-21 19:16:55,usr-lmw,logoff,pc79
10369,2018-02-21 19:18:04,usr-daf,logoff,pc62
10370,2018-02-21 19:18:34,usr-biy,logoff,pc44
10371,2018-02-21 19:33:07,usr-feq,logoff,pc10
10372,2018-02-21 19:37:24,usr-gpq,logoff,pc26
10373,2018-02-21 19:38:35,usr-dvz,logoff,pc69
10374,2018-02-21 19:45:06,usr-eqs,logoff,pc48
10375,2018-02-21 19:49:10,usr-bcc,logoff,pc0
10376,2018-02-21 19:55:06,usr-tir,logoff,pc90
10377,2018-02-21 20:03:40,usr-twe,logoff,pc45
10378,2018-02-21 20:05:19,usr-rxo,logoff,pc20
10379,2018-02-21 20:15:39,usr-pqq,logoff,pc17
10380,2018-02-21 20:15:46,usr-fxf,logoff,pc38
10381,2018-02-21 20:34:41,usr-tsn,logoff,pc25
10382,2018-02-21 20:36:55,usr-ols,logoff,pc19
10383,2018-02-21 20:47:15,usr-vdy,logoff,pc31
10384,2018-02-21 20:58:58,usr-htz,logoff,pc57
10385,2018-02-21 21:28:41,usr-ooj,logoff,pc64
10386,2018-02-21 21:30:47,usr-mwx,logoff,pc15
10387,2018-02-21 22:06:15,usr-tux,logoff,pc41
10388,2018-02-21 22:09:40,usr-dga,logoff,pc63
10389,2018-02-21 22:14:38,usr-bnw,logoff,pc33
10390,2018-02-21 22:28:12,usr-gxz,logoff,pc66
10391,2018-02-21 22:33:09,usr-sdc,logoff,pc92
10392,2018-02-21 22:51:48,usr-ynd,logoff,pc99
10393,2018-02-21 23:11:04,usr-zob,logoff,pc74
10394,2018-02-21 23:16:10,usr-jde,logoff,pc98
10395,2018-02-21 23:18:32,usr-hkw,logoff,pc21
10396,2018-02-21 23:24:53,usr-qrq,logoff,pc24
10397,2018-02-21 23:33:38,usr-rez,logoff,pc93
10398,2018-02-21 23:35:46,usr-nqf,logoff,pc8
10399,2018-02-21 23:37:17,usr-jwl,logoff,pc71
10400,2018-02-22 00:29:09,usr-gyv,login,pc73
10401,2018-02-22 00:35:43,usr-pyb,login,pc84
10402,2018-02-22 01:04:10,usr-cab,login,pc36
10403,2018-02-22 01:14:39,usr-eqs,login,pc48
10404,2018-02-22 01:43:34,usr-htz,login,pc57
10405,2018-02-22 02:00:13,usr-dga,login,pc63
10406,2018-02-22 02:49:40,usr-num,login,pc4
10407,2018-02-22 03:06:23,usr-feq,login,pc10
10408,2018-02-22 03:26:15,usr-pqq,login,pc17
10409,2018-02-22 03:52:20,usr-lmw,login,pc79
10410,2018-02-22 04:00:21,usr-kxa,login,pc28
10411,2018-02-22 04:03:39,usr-dao,login,pc47
10412,2018-02-22 04:10:00,usr-qlr,login,pc5
10413,2018-02-22 04:15:48,usr-nqf,login,pc8
10414,2018-02-22 04:17:16,usr-zob,login,pc74
10415,2018-02-22 04:20:36,usr-jwl,login,pc71
10416,2018-02-22 04:23:49,usr-qib,login,pc6
10417,2018-02-22 04:32:14,usr-pog,login,pc75
10418,2018-02-22 04:42:46,usr-tir,login,pc90
10419,2018-02-22 04:43:22,usr-znp,login,pc88
10420,2018-02-22 04:44:28,usr-bnw,login,pc33
10421,2018-02-22 04:48:22,usr-biy,login,pc44
10422,2018-02-22 04:51:21,usr-kum,login,pc82
10423,2018-02-22 04:56:52,usr-bcc,login,pc0
10424,2018-02-22 04:59:07,usr-ynd,login,pc99
10425,2018-02-22 05:05:35,usr-rez,login,pc93
10426,2018-02-22 05:09:20,usr-ols,login,pc19
10427,2018-02-22 05:09:34,usr-mwx,login,pc15
10428,2018-02-22 05:17:56,usr-sdc,login,pc92
10429,2018-02-22 05:26:17,usr-uhq,login,pc54
10430,2018-02-22 05:26:25,usr-lok,login,pc7
10431,2018-02-22 05:31:03,usr-rxo,login,pc20
10432,2018-02-22 05:38:30,usr-fxf,login,pc38
10433,2018-02-22 05:43:08,usr-ihg,login,pc32
10434,2018-02-22 05:48:21,usr-czc,login,pc94
10435,2018-02-22 05:49:14,usr-ylm,login,pc80
10436,2018-02-22 06:07:51,usr-pjl,login,pc85
10437,2018-02-22 06:09:04,usr-tsn,login,pc25
10438,2018-02-22 06:15:36,usr-lvo,login,pc18
10439,2018-02-22 06:16:12,usr-ozn,login,pc12
10440,2018-02-22 06:17:37,usr-qrq,login,pc24
10441,2018-02-22 06:27:40,usr-tiy,login,pc22
10442,2018-02-22 06:27:41,usr-lof,login,pc14
10443,2018-02-22 06:44:12,usr-mgv,login,pc65
10444,2018-02-22 06:48:55,usr-qpx,login,pc87
10445,2018-02-22 06:49:59,usr-gpq,login,pc26
10446,2018-02-22 06:56:21,usr-vtc,login,pc27
10447,2018-02-22 07:16:37,usr-tux,login,pc41
10448,2018-02-22 07:21:01,usr-ooj,login,pc64
10449,2018-02-22 07:25:22,usr-daf,login,pc62
10450,2018-02-22 07:29:11,usr-jde,login,pc98
10451,2018-02-22 07:53:12,usr-gxz,login,pc66
10452,2018-02-22 07:53:54,usr-hkw,login,pc21
10453,2018-02-22 08:10:22,usr-hha,login,pc9
10454,2018-02-22 08:13:28,usr-vko,login,pc97
10455,2018-02-22 08:25:13,usr-bll,login,pc34
10456,2018-02-22 08:30:17,usr-twe,login,pc45
10457,2018-02-22 08:32:14,usr-qxc,login,pc61
10458,2018-02-22 08:45:21,usr-bmn,login,pc60
10459,2018-02-22 08:49:17,usr-nqs,login,pc68
10460,2018-02-22 08:54:02,usr-ezl,login,pc86
10461,2018-02-22 09:01:45,usr-hcv,login,pc46
10462,2018-02-22 09:01:50,usr-aqd,login,pc70
10463,2018-02-22 09:02:38,usr-ljx,login,pc77
10464,2018-02-22 09:05:37,usr-tca,login,pc76
10465,2018-02-22 09:05:58,usr-jkp,login,pc42
10466,2018-02-22 09:06:56,usr-ypg,login,pc78
10467,2018-02-22 09:14:29,usr-qvr,login,pc11
10468,2018-02-22 09:14:37,usr-qas,login,pc67
10469,2018-02-22 09:19:16,usr-heb,login,pc40
10470,2018-02-22 09:21:15,usr-wbh,login,pc55
10471,2018-02-22 09:23:03,usr-vnd,login,pc72
10472,2018-02-22 09:24:58,usr-jmh,login,pc96
10473,2018-02-22 09:25:29,usr-qhp,login,pc16
10474,2018-02-22 09:25:33,usr-ali,login,pc37
10475,2018-02-22 09:26:39,usr-ylz,login,pc13
10476,2018-02-22 09:27:10,usr-nua,login,pc51
10477,2018-02-22 09:27:12,usr-ubi,login,pc30
10478,2018-02-22 09:28:54,usr-vac,login,pc35
10479,2018-02-22 09:31:23,usr-evb,login,pc52
10480,2018-02-22 09:31:58,usr-fxz,login,pc1
10481,2018-02-22 09:32:40,usr-vzu,login,pc95
10482,2018-02-22 09:37:07,usr-kii,login,pc50
10483,2018-02-22 09:38:39,usr-eff,login,pc53
10484,2018-02-22 09:39:18,usr-iqy,login,pc59
10485,2018-02-22 09:40:31,usr-jmh,login,pc89
10486,2018-02-22 09:41:10,usr-ory,login,pc43
10487,2018-02-22 09:41:52,usr-vwc,login,pc91
10488,2018-02-22 09:42:36,usr-ams,login,pc39
10489,2018-02-22 09:44:20,usr-pqk,login,pc49
10490,2018-02-22 09:45:29,usr-oci,login,pc56
10491,2018-02-22 09:47:59,usr-gxd,login,pc29
10492,2018-02-22 09:49:20,usr-jit,login,pc2
10493,2018-02-22 09:49:49,usr-bsv,login,pc3
10494,2018-02-22 09:50:16,usr-idd,login,pc81
10495,2018-02-22 09:50:43,usr-wda,login,pc83
10496,2018-02-22 09:52:08,usr-wli,login,pc58
10497,2018-02-22 09:54:44,usr-jjz,login,pc23
10498,2018-02-22 12:06:33,usr-dvz,login,pc69
10499,2018-02-22 12:14:39,usr-vdy,login,pc31
10500,2018-02-22 14:05:27,usr-bnw,logoff,pc33
10501,2018-02-22 14:07:19,usr-daf,logoff,pc62
10502,2018-02-22 14:11:51,usr-vko,logoff,pc97
10503,2018-02-22 14:19:34,usr-pqk,logoff,pc49
10504,2018-02-22 14:20:23,usr-ezl,logoff,pc86
10505,2018-02-22 14:29:00,usr-qxc,logoff,pc61
10506,2018-02-22 14:31:29,usr-ols,logoff,pc19
10507,2018-02-22 14:57:22,usr-qvr,logoff,pc11
10508,2018-02-22 15:00:18,usr-evb,logoff,pc52
10509,2018-02-22 15:00:21,usr-ylm,logoff,pc80
10510,2018-02-22 15:08:11,usr-qib,logoff,pc6
10511,2018-02-22 15:08:54,usr-hha,logoff,pc9
10512,2018-02-22 15:09:59,usr-lok,logoff,pc7
10513,2018-02-22 15:10:48,usr-mgv,logoff,pc65
10514,2018-02-22 15:25:03,usr-qhp,logoff,pc16
10515,2018-02-22 15:28:02,usr-tiy,logoff,pc22
10516,2018-02-22 15:28:14,usr-nqs,logoff,pc68
10517,2018-02-22 15:29:31,usr-bsv,logoff,pc3
10518,2018-02-22 15:37:39,usr-lof,logoff,pc14
10519,2018-02-22 15:43:57,usr-bll,logoff,pc34
10520,2018-02-22 15:52:29,usr-bmn,logoff,pc60
10521,2018-02-22 15:53:08,usr-jmh,logoff,pc89
10522,2018-02-22 15:54:34,usr-jit,logoff,pc2
10523,2018-02-22 15:55:19,usr-wbh,logoff,pc55
10524,2018-02-22 15:58:23,usr-tca,logoff,pc76
10525,2018-02-22 15:58:56,usr-ozn,logoff,pc12
10526,2018-02-22 16:04:05,usr-uhq,logoff,pc54
10527,2018-02-22 16:09:22,usr-cab,logoff,pc36
10528,2018-02-22 16:11:16,usr-czc,logoff,pc94
10529,2018-02-22 16:17:27,usr-pog,logoff,pc75
10530,2018-02-22 16:18:38,usr-lvo,logoff,pc18
10531,2018-02-22 16:23:13,usr-kxa,logoff,pc28
10532,2018-02-22 16:29:05,usr-pjl,logoff,pc85
10533,2018-02-22 16:31:50,usr-kum,logoff,pc82
10534,2018-02-22 16:33:35,usr-ihg,logoff,pc32
10535,2018-02-22 16:53:40,usr-qpx,logoff,pc87
10536,2018-02-22 16:59:35,usr-qlr,logoff,pc5
10537,2018-02-22 17:00:41,usr-jmh,logoff,pc96
10538,2018-02-22 17:00:45,usr-kii,logoff,pc50
10539,2018-02-22 17:00:49,usr-oci,logoff,pc56
10540,2018-02-22 17:00:57,usr-vac,logoff,pc35
10541,2018-02-22 17:03:11,usr-qas,logoff,pc67
10542,2018-02-22 17:07:45,usr-eff,logoff,pc53
10543,2018-02-22 17:08:25,usr-hcv,logoff,pc46
10544,2018-02-22 17:13:02,usr-wda,logoff,pc83
10545,2018-02-22 17:16:52,usr-nua,logoff,pc51
10546,2018-02-22 17:19:52,usr-gxd,logoff,pc29
10547,2018-02-22 17:20:23,usr-ylz,logoff,pc13
10548,2018-02-22 17:21:09,usr-ali,logoff,pc37
10549,2018-02-22 17:21:47,usr-idd,logoff,pc81
10550,2018-02-22 17:23:04,usr-ory,logoff,pc43
10551,2018-02-22 17:27:39,usr-ams,logoff,pc39
10552,2018-02-22 17:28:13,usr-wli,logoff,pc58
10553,2018-02-22 17:32:23,usr-aqd,logoff,pc70
10554,2018-02-22 17:35:15,usr-ljx,logoff,pc77
10555,2018-02-22 17:35:47,usr-jkp,logoff,pc42
10556,2018-02-22 17:36:42,usr-vzu,logoff,pc95
10557,2018-02-22 17:37:20,usr-vwc,logoff,pc91
10558,2018-02-22 17:37:22,usr-iqy,logoff,pc59
10559,2018-02-22 17:48:02,usr-heb,logoff,pc40
10560,2018-02-22 17:48:06,usr-vnd,logoff,pc72
10561,2018-02-22 17:48:15,usr-fxz,logoff,pc1
10562,2018-02-22 17:48:29,usr-ypg,logoff,pc78
10563,2018-02-22 17:52:03,usr-ubi,logoff,pc30
10564,2018-02-22 17:55:06,usr-jjz,logoff,pc23
10565,2018-02-22 18:11:28,usr-eqs,logoff,pc48
10566,2018-02-22 18:15:23,usr-htz,logoff,pc57
10567,2018-02-22 18:29:34,usr-vtc,logoff,pc27
10568,2018-02-22 18:33:49,usr-rez,logoff,pc93
10569,2018-02-22 18:40:39,usr-znp,logoff,pc88
10570,2018-02-22 18:45:01,usr-num,logoff,pc4
10571,2018-02-22 19:01:15,usr-twe,logoff,pc45
10572,2018-02-22 19:01:20,usr-jde,logoff,pc98
10573,2018-02-22 19:05:37,usr-hkw,logoff,pc21
10574,2018-02-22 19:14:28,usr-biy,logoff,pc44
10575,2018-02-22 19:18:00,usr-dvz,logoff,pc69
10576,2018-02-22 19:32:46,usr-ynd,logoff,pc99
10577,2018-02-22 19:41:54,usr-bcc,logoff,pc0
10578,2018-02-22 19:49:14,usr-zob,logoff,pc74
10579,2018-02-22 20:15:19,usr-dga,logoff,pc63
10580,2018-02-22 20:41:35,usr-feq,logoff,pc10
10581,2018-02-22 20:48:42,usr-lmw,logoff,pc79
10582,2018-02-22 21:05:09,usr-mwx,logoff,pc15
10583,2018-02-22 21:12:20,usr-vdy,logoff,pc31
10584,2018-02-22 21:13:45,usr-sdc,logoff,pc92
10585,2018-02-22 21:27:26,usr-ooj,logoff,pc64
10586,2018-02-22 22:25:40,usr-pqq,logoff,pc17
10587,2018-02-22 22:29:07,usr-tux,logoff,pc41
10588,2018-02-22 22:32:19,usr-gxz,logoff,pc66
10589,2018-02-22 22:33:18,usr-gpq,logoff,pc26
10590,2018-02-22 22:34:22,usr-jwl,logoff,pc71
10591,2018-02-22 22:36:04,usr-rxo,logoff,pc20
10592,2018-02-22 23:04:06,usr-tir,logoff,pc90
10593,2018-02-22 23:13:38,usr-fxf,logoff,pc38
10594,2018-02-22 23:17:09,usr-nqf,logoff,pc8
10595,2018-02-22 23:29:18,usr-pyb,logoff,pc84
10596,2018-02-22 23:39:50,usr-tsn,logoff,pc25
10597,2018-02-22 23:42:04,usr-qrq,logoff,pc24
10598,2018-02-22 23:43:47,usr-gyv,logoff,pc73
10599,2018-02-22 23:52:25,usr-dao,logoff,pc47
10600,2018-02-23 00:42:20,usr-feq,login,pc10
10601,2018-02-23 01:28:12,usr-eqs,login,pc48
10602,2018-02-23 02:10:06,usr-lmw,login,pc79
10603,2018-02-23 02:24:38,usr-num,login,pc4
10604,2018-02-23 02:25:31,usr-rxo,login,pc20
10605,2018-02-23 02:51:40,usr-cab,login,pc36
10606,2018-02-23 02:52:54,usr-tux,login,pc41
10607,2018-02-23 03:00:10,usr-dao,login,pc47
10608,2018-02-23 04:00:49,usr-jwl,login,pc71
10609,2018-02-23 04:09:13,usr-bnw,login,pc33
10610,2018-02-23 04:14:44,usr-qpx,login,pc87
10611,2018-02-23 04:24:18,usr-gyv,login,pc73
10612,2018-02-23 04:25:12,usr-czc,login,pc94
10613,2018-02-23 04:26:30,usr-sdc,login,pc92
10614,2018-02-23 04:28:30,usr-biy,login,pc44
10615,2018-02-23 04:31:54,usr-gpq,login,pc26
10616,2018-02-23 04:37:43,usr-tiy,login,pc22
10617,2018-02-23 04:38:49,usr-pjl,login,pc85
10618,2018-02-23 04:47:04,usr-ynd,login,pc99
10619,2018-02-23 04:49:52,usr-znp,login,pc88
10620,2018-02-23 04:52:42,usr-kum,login,pc82
10621,2018-02-23 04:59:29,usr-tsn,login,pc25
10622,2018-02-23 05:02:09,usr-lok,login,pc7
10623,2018-02-23 05:02:40,usr-uhq,login,pc54
10624,2018-02-23 05:06:32,usr-zob,login,pc74
10625,2018-02-23 05:19:56,usr-kxa,login,pc28
10626,2018-02-23 05:22:14,usr-lvo,login,pc18
10627,2018-02-23 05:33:27,usr-pqq,login,pc17
10628,2018-02-23 05:50:48,usr-qib,login,pc6
10629,2018-02-23 05:55:31,usr-ihg,login,pc32
10630,2018-02-23 06:13:02,usr-lof,login,pc14
10631,2018-02-23 06:16:15,usr-qlr,login,pc5
10632,2018-02-23 06:18:04,usr-ols,login,pc19
10633,2018-02-23 06:20:31,usr-mgv,login,pc65
10634,2018-02-23 06:23:17,usr-hkw,login,pc21
10635,2018-02-23 06:24:48,usr-bcc,login,pc0
10636,2018-02-23 06:27:40,usr-rez,login,pc93
10637,2018-02-23 06:37:49,usr-htz,login,pc57
10638,2018-02-23 06:38:17,usr-qrq,login,pc24
10639,2018-02-23 06:38:43,usr-pog,login,pc75
10640,2018-02-23 06:40:18,usr-tir,login,pc90
10641,2018-02-23 06:42:45,usr-jde,login,pc98
10642,2018-02-23 06:56:18,usr-ylm,login,pc80
10643,2018-02-23 07:22:08,usr-vtc,login,pc27
10644,2018-02-23 07:43:14,usr-ozn,login,pc12
10645,2018-02-23 07:43:24,usr-pyb,login,pc84
10646,2018-02-23 07:59:45,usr-daf,login,pc62
10647,2018-02-23 08:06:01,usr-nqf,login,pc8
10648,2018-02-23 08:08:11,usr-vdy,login,pc31
10649,2018-02-23 08:14:05,usr-bsv,login,pc3
10650,2018-02-23 08:17:32,usr-gxz,login,pc66
10651,2018-02-23 08:26:46,usr-evb,login,pc52
10652,2018-02-23 08:36:35,usr-mwx,login,pc15
10653,2018-02-23 08:44:04,usr-nqs,login,pc68
10654,2018-02-23 08:50:08,usr-qhp,login,pc16
10655,2018-02-23 08:53:29,usr-ezl,login,pc86
10656,2018-02-23 08:59:18,usr-wbh,login,pc55
10657,2018-02-23 09:00:53,usr-qas,login,pc67
10658,2018-02-23 09:02:01,usr-ylz,login,pc13
10659,2018-02-23 09:02:11,usr-ypg,login,pc78
10660,2018-02-23 09:02:43,usr-bll,login,pc34
10661,2018-02-23 09:03:37,usr-wli,login,pc58
10662,2018-02-23 09:06:35,usr-vzu,login,pc95
10663,2018-02-23 09:07:04,usr-pqk,login,pc49
10664,2018-02-23 09:07:54,usr-fxz,login,pc1
10665,2018-02-23 09:10:33,usr-iqy,login,pc59
10666,2018-02-23 09:11:43,usr-vnd,login,pc72
10667,2018-02-23 09:13:32,usr-ams,login,pc39
10668,2018-02-23 09:13:48,usr-hcv,login,pc46
10669,2018-02-23 09:14:15,usr-jmh,login,pc96
10670,2018-02-23 09:17:27,usr-ali,login,pc37
10671,2018-02-23 09:17:41,usr-hha,login,pc9
10672,2018-02-23 09:18:42,usr-ljx,login,pc77
10673,2018-02-23 09:20:24,usr-wda,login,pc83
10674,2018-02-23 09:22:20,usr-ory,login,pc43
10675,2018-02-23 09:23:22,usr-aqd,login,pc70
10676,2018-02-23 09:24:32,usr-eff,login,pc53
10677,2018-02-23 09:26:53,usr-jmh,login,pc89
10678,2018-02-23 09:28:51,usr-jit,login,pc2
10679,2018-02-23 09:29:49,usr-tca,login,pc76
10680,2018-02-23 09:30:52,usr-vwc,login,pc91
10681,2018-02-23 09:35:09,usr-gxd,login,pc29
